"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WDMV","WSF2","WSF5"
"US1MDMG0109","39.039861","-77.004083","103.3","2019-03-03",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-03-04",,,,,"0.66",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-03-05",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-03-06",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-03-07",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-03-08",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-03-09",,,,,"0.18",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-03-10",,,,,"0.50",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-03-11",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-03-12",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-03-13",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-03-14",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-03-15",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-03-16",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-03-17",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-03-18",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-03-19",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-03-20",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-03-22",,"    2","2.14",,,,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-03-23",,,,,"0.04",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-03-24",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-03-25",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-03-26",,,,,"0.00",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-03-27",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-03-28",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-03-29",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-03-30",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-03-31",,,,,"0.02",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-04-01",,,,,"0.00",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-04-02",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-04-03",,,,,"0.02",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-04-04",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-04-05",,,,,"0.02",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-04-06",,,,,"0.07",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-04-07",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-04-08",,,,,"0.01",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-04-09",,,,,"0.00",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-04-10",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-04-11",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-04-12",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-04-13",,,,,"0.53",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-04-19",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-04-20",,,,,"0.34",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-04-21",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-04-22",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-04-23",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-04-24",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-04-25",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-04-26",,,,,"0.08",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-04-27",,,,,"0.46",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-04-28",,,,,"0.11",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-04-29",,,,,"0.02",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-04-30",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-05-01",,,,,"0.08","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-05-02",,,,,"0.00",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-05-03",,,,,"0.48",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-05-04",,,,,"0.05",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-05-05",,,,,"0.43",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-05-06",,,,,"0.61",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-05-07",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-05-08",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-05-09",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-05-10",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-05-11",,,,,"1.00",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-05-12",,,,,"0.62",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-05-13",,,,,"0.77",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-05-14",,,,,"0.29",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-05-15",,,,,"0.01",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-05-16",,,,,"0.01",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-05-19",,,,,"0.06",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-05-20",,,,,"0.00",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-05-22",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-05-23",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-05-24",,,,,"1.11",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-05-31",,,,,"0.15",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-06-01",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-06-02",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-06-03",,,,,"0.24",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-06-04",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-06-05",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-06-06",,,,,"0.05",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-06-07",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-06-09",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-06-10",,,,,"0.22",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-06-11",,,,,"0.36",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-06-12",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-06-13",,,,,"0.62",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-06-14",,,,,"0.04",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-06-15",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-06-16",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-06-17",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-06-19",,,,,"0.08",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-06-20",,,,,"0.01",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-06-21",,,,,"0.05",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-06-22",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-06-23",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-06-24",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-06-25",,,,,"0.89",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-06-27",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-06-28",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-06-29",,,,,"0.92",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-06-30",,,,,"0.16",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-07-01",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-07-02",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-07-03",,,,,"0.28",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-07-04",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-07-05",,,,,"0.06",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-07-06",,,,,"0.00",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-07-07",,,,,"0.69",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-07-08",,,,,"0.22",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-07-09",,,,,"2.02",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-07-10",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-07-11",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-07-12",,,,,"1.07",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-07-13",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-07-14",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-07-15",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-07-16",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-07-18",,,,,"0.40",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-07-19",,,,,"0.00",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-07-20",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-07-21",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-07-22",,,,,"0.07",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-07-23",,,,,"0.81",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-07-24",,,,,"0.06",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-07-25",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-07-26",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-07-27",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-07-28",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-07-30",,,,,"0.08",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-07-31",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-01",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-02",,,,,"0.01",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-03",,,,,"0.01",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-04",,,,,"0.67",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-05",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-06",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-07",,,,,"0.84",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-08",,,,,"0.43",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-09",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-10",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-11",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-12",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-13",,,,,"0.00",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-14",,,,,"0.05",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-15",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-16",,,,,"0.03",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-17",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-18",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-19",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-20",,,,,"0.00",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-21",,,,,"0.20",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-22",,,,,"0.84",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-23",,,,,"0.01",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-24",,,,,"0.20",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-25",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-26",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-27",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-28",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-29",,,,,"0.04",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-30",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-08-31",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-09-01",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-09-03",,,,,"0.01",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-09-04",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-09-05",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-09-06",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-09-07",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-09-08",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-09-09",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-09-10",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-09-11",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-09-12",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-09-13",,,,,"0.17",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-09-14",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-09-15",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-09-16",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-09-17",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-09-18",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-09-19",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-09-20",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-09-21",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-09-22",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-09-23",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-09-24",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-09-25",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-09-26",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-09-27",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-09-28",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-09-29",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-09-30",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-10-01",,,,,"0.09",,,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-10-02",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-10-03",,,,,"0.00","0.0",,,,,,,,,,
"US1MDMG0109","39.039861","-77.004083","103.3","2019-10-04",,,,,"0.00","0.0",,,,,,,,,,
